SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
SGBAPR28I, GB, 08-Aug-2022,4803.7,4805.0,4849.0,4785.0,4810.0,4825.84,4810.37,215,10.34,41,128,59.53
SGBAUG24, GB, 08-Aug-2022,5099.0,5060.0,5098.0,5027.01,5062.0,5071.53,5055.09,775,39.18,53,639,82.45
SGBAUG27, GB, 08-Aug-2022,4864.0,4864.0,4880.95,4864.0,4878.5,4878.25,4867.85,73,3.55,13,63,86.3
SGBAUG28V, GB, 08-Aug-2022,4939.94,4950.0,4950.0,4910.0,4910.0,4913.6,4921.2,481,23.67,89,461,95.84
SGBAUG29V, GB, 08-Aug-2022,4829.08,4840.0,4860.0,4821.0,4841.01,4841.01,4846.78,266,12.89,43,210,78.95
SGBD29VIII, GB, 08-Aug-2022,4787.99,4788.0,4797.0,4750.05,4797.0,4794.66,4787.16,310,14.84,57,271,87.42
SGBDC27VII, GB, 08-Aug-2022,4807.0,4850.0,4850.0,4830.0,4830.0,4830.0,4843.33,3,0.15,3,2,66.67
SGBDEC25XI, GB, 08-Aug-2022,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,2,0.1,1,2,100
SGBFEB24, GB, 08-Aug-2022,5022.0,5088.0,5140.0,5088.0,5140.0,5140.0,5105.33,3,0.15,2,3,100
SGBFEB27, GB, 08-Aug-2022,4801.0,4811.0,4811.0,4801.0,4801.0,4801.0,4808.0,20,0.96,3,20,100
SGBFEB28IX, GB, 08-Aug-2022,4939.99,4980.0,4980.0,4781.0,4781.0,4781.0,4880.5,2,0.1,2,2,100
SGBFEB29XI, GB, 08-Aug-2022,4791.31,4792.0,4795.0,4751.5,4785.0,4792.41,4789.16,266,12.74,30,266,100
SGBJ28VIII, GB, 08-Aug-2022,4895.0,4890.0,4890.0,4890.0,4890.0,4890.0,4890.0,1,0.05,1,1,100
SGBJAN26, GB, 08-Aug-2022,5001.01,5005.02,5005.02,5005.01,5005.01,5005.01,5005.01,15,0.75,3,15,100
SGBJAN27, GB, 08-Aug-2022,4821.0,4703.0,4970.0,4703.0,4970.0,4917.5,4894.92,25,1.22,8,20,80
SGBJAN29IX, GB, 08-Aug-2022,4795.0,4761.05,4815.0,4761.05,4795.0,4802.77,4798.07,529,25.38,72,385,72.78
SGBJAN29X, GB, 08-Aug-2022,4795.76,4795.0,4815.0,4780.0,4815.0,4813.66,4796.49,68,3.26,26,68,100
SGBJAN30IX, GB, 08-Aug-2022,4787.98,4788.0,4800.0,4788.0,4795.0,4797.0,4791.75,299,14.33,59,299,100
SGBJU29III, GB, 08-Aug-2022,4783.41,4761.0,4790.0,4761.0,4790.0,4789.87,4785.06,217,10.38,35,196,90.32
SGBJUL27, GB, 08-Aug-2022,4880.0,4879.4,4879.4,4879.4,4879.4,4879.4,4879.4,18,0.88,1,18,100
SGBJUL28IV, GB, 08-Aug-2022,4790.51,4763.0,4794.0,4763.0,4794.0,4791.11,4787.02,837,40.07,92,832,99.4
SGBJUL29IV, GB, 08-Aug-2022,4780.4,4775.0,4793.0,4775.0,4793.0,4793.0,4776.17,1512,72.22,49,1507,99.67
SGBJUN27, GB, 08-Aug-2022,4850.0,4850.0,4850.0,4825.0,4825.0,4825.0,4839.29,7,0.34,3,7,100
SGBJUN28, GB, 08-Aug-2022,4775.01,4781.06,4823.0,4781.06,4785.01,4785.01,4791.14,401,19.21,32,400,99.75
SGBJUN29II, GB, 08-Aug-2022,4772.39,4780.0,4799.9,4770.0,4799.9,4795.75,4788.3,220,10.53,32,181,82.27
SGBJUN30, GB, 08-Aug-2022,4946.87,5169.99,5169.99,4711.0,4965.0,4953.25,4924.56,238,11.72,98,147,61.76
SGBMAR24, GB, 08-Aug-2022,5180.0,5100.0,5179.0,5100.0,5179.0,5179.0,5108.19,224,11.44,4,224,100
SGBMAR25, GB, 08-Aug-2022,5171.5,5100.0,5200.0,5100.0,5160.11,5160.11,5104.6,1688,86.17,10,1688,100
SGBMAR28X, GB, 08-Aug-2022,4794.0,4755.0,4810.0,4755.0,4810.0,4810.0,4783.23,13,0.62,3,12,92.31
SGBMAR30X, GB, 08-Aug-2022,4869.0,4830.4,4930.0,4830.4,4910.0,4872.42,4881.08,72,3.51,24,67,93.06
SGBMAY25, GB, 08-Aug-2022,5090.22,5088.0,5110.0,5051.0,5110.0,5104.61,5065.57,203,10.28,9,203,100
SGBMAY26, GB, 08-Aug-2022,4981.0,4981.01,4981.01,4981.0,4981.0,4981.0,4981.01,6,0.3,2,6,100
SGBMAY28, GB, 08-Aug-2022,4782.85,4782.85,4796.0,4771.1,4790.0,4789.46,4785.65,384,18.38,52,373,97.14
SGBMAY29I, GB, 08-Aug-2022,4788.23,4788.23,4797.0,4765.11,4789.0,4792.64,4787.35,2598,124.38,80,2322,89.38
SGBMR29XII, GB, 08-Aug-2022,4789.72,4780.0,4800.0,4780.0,4799.5,4799.5,4797.14,843,40.44,45,688,81.61
SGBN28VIII, GB, 08-Aug-2022,4833.35,4830.0,4842.0,4790.0,4835.0,4835.0,4815.73,220,10.59,55,162,73.64
SGBNOV23, GB, 08-Aug-2022,5121.11,5126.0,5150.0,5050.0,5150.0,5144.39,5092.43,157,8.0,17,149,94.9
SGBNOV24, GB, 08-Aug-2022,5126.11,5193.0,5193.0,5078.21,5090.0,5082.53,5118.39,214,10.95,17,211,98.6
SGBNOV25VI, GB, 08-Aug-2022,5025.0,5055.0,5055.11,5055.0,5055.11,5055.11,5055.0,282,14.26,2,282,100
SGBNOV26, GB, 08-Aug-2022,4911.0,4901.0,4901.0,4901.0,4901.0,4901.0,4901.0,1,0.05,1,1,100
SGBNV29VII, GB, 08-Aug-2022,4787.15,4790.0,4799.0,4780.0,4788.0,4795.87,4788.96,852,40.8,48,852,100
SGBOC28VII, GB, 08-Aug-2022,4798.99,4800.0,4802.0,4790.0,4802.0,4802.0,4801.01,171,8.21,26,171,100
SGBOCT25, GB, 08-Aug-2022,5122.0,5100.21,5126.9,5100.21,5126.9,5126.9,5115.5,16,0.82,3,16,100
SGBOCT25IV, GB, 08-Aug-2022,5121.01,5121.01,5121.01,5105.5,5105.5,5105.5,5106.91,11,0.56,2,11,100
SGBOCT26, GB, 08-Aug-2022,4930.0,4850.0,4850.0,4850.0,4850.0,4850.0,4850.0,20,0.97,2,20,100
SGBOCT27, GB, 08-Aug-2022,4899.0,4721.0,4896.0,4721.0,4798.0,4798.0,4813.02,91,4.38,19,73,80.22
SGBSEP24, GB, 08-Aug-2022,5191.18,5090.0,5220.0,5090.0,5167.0,5167.0,5091.04,1905,96.98,11,1905,100
SGBSEP27, GB, 08-Aug-2022,4858.8,4801.0,4897.9,4801.0,4876.9,4876.9,4865.38,28,1.36,8,28,100
SGBSEP28VI, GB, 08-Aug-2022,4829.67,4830.0,4850.0,4825.0,4849.9,4841.16,4832.39,300,14.5,49,278,92.67
SGBSEP29VI, GB, 08-Aug-2022,4796.38,4797.0,4809.97,4766.01,4808.0,4808.0,4796.52,204,9.78,34,201,98.53
SGIL, EQ, 08-Aug-2022,161.6,164.75,164.75,161.05,163.35,163.3,162.31,1883,3.06,49,1551,82.37
SGL, EQ, 08-Aug-2022,28.25,28.85,28.85,27.45,28.35,28.35,28.1,14264,4.01,164,9059,63.51
SHAHALLOYS, EQ, 08-Aug-2022,74.25,73.2,75.35,72.2,73.35,72.95,73.75,18239,13.45,272,9182,50.34
SHAILY, EQ, 08-Aug-2022,2006.5,1905.05,2050.15,1905.05,2025.0,2013.95,2005.16,721,14.46,227,543,75.31
SHAKTIPUMP, EQ, 08-Aug-2022,470.55,471.0,473.35,465.0,467.0,465.85,467.4,25066,117.16,2327,15550,62.04
SHALBY, EQ, 08-Aug-2022,120.65,121.3,123.05,120.85,122.45,122.5,122.34,71834,87.88,1278,47748,66.47
SHALPAINTS, EQ, 08-Aug-2022,166.85,168.9,168.9,161.25,163.95,164.95,164.96,65223,107.59,1957,27796,42.62
SHANKARA, EQ, 08-Aug-2022,700.65,706.9,714.65,691.95,692.0,693.8,696.86,44372,309.21,2540,26368,59.42
SHANTI, BE, 08-Aug-2022,25.0,25.95,26.25,24.6,25.5,25.5,25.71,44520,11.44,117, -, -
SHANTIGEAR, EQ, 08-Aug-2022,242.35,243.4,243.4,234.35,236.0,236.2,238.11,50722,120.77,2367,27759,54.73
SHARDACROP, EQ, 08-Aug-2022,526.85,531.5,533.75,519.4,521.05,522.05,526.46,124874,657.41,6997,57525,46.07
SHARDAMOTR, EQ, 08-Aug-2022,736.4,749.95,751.0,730.85,735.2,736.15,739.5,9335,69.03,1225,4804,51.46
SHAREINDIA, EQ, 08-Aug-2022,1173.35,1173.35,1196.3,1167.0,1174.45,1172.65,1176.57,27523,323.83,2078,20135,73.16
SHARIABEES, EQ, 08-Aug-2022,424.0,437.0,437.0,408.53,416.5,416.04,414.76,21668,89.87,395,5180,23.91
SHEMAROO, EQ, 08-Aug-2022,118.05,120.9,124.9,115.55,119.1,119.75,120.65,43380,52.34,1013,26182,60.36
SHIGAN, SM, 08-Aug-2022,96.5,99.9,99.9,99.9,99.9,99.9,99.9,3000,3.0,1,3000,100
SHILPAMED, EQ, 08-Aug-2022,413.4,414.0,415.5,408.05,409.7,409.75,411.88,63567,261.82,2618,38894,61.19
SHIVALIK, EQ, 08-Aug-2022,859.2,872.05,872.05,838.0,846.0,847.05,850.5,1841,15.66,335,1184,64.31
SHIVAMAUTO, EQ, 08-Aug-2022,45.2,45.95,47.45,44.05,47.4,47.25,46.79,235772,110.32,1316,169526,71.9
SHIVAMILLS, EQ, 08-Aug-2022,100.1,100.75,101.45,98.05,99.95,99.5,99.35,5101,5.07,179,2797,54.83
SHIVATEX, EQ, 08-Aug-2022,167.4,170.65,170.65,168.0,168.0,168.0,168.21,4003,6.73,218,3140,78.44
SHK, EQ, 08-Aug-2022,138.6,140.65,140.95,139.0,140.85,140.25,139.91,40589,56.79,946,24487,60.33
SHOPERSTOP, EQ, 08-Aug-2022,594.2,598.0,609.9,593.05,603.8,603.65,603.7,291980,1762.68,12587,93535,32.03
SHRADHA, EQ, 08-Aug-2022,47.7,46.75,47.9,46.75,47.2,47.5,47.52,1927,0.92,57,1672,86.77
SHREDIGCEM, EQ, 08-Aug-2022,62.6,62.9,63.45,62.35,63.4,63.3,63.16,78388,49.51,1222,44915,57.3
SHREECEM, EQ, 08-Aug-2022,21237.4,21199.95,21272.3,21003.5,21103.0,21195.6,21141.26,20766,4390.19,7493,6132,29.53
SHREEPUSHK, EQ, 08-Aug-2022,223.45,224.0,229.0,223.5,227.8,227.5,226.97,65340,148.3,2064,43741,66.94
SHREERAMA, EQ, 08-Aug-2022,13.7,14.0,14.35,13.6,14.35,14.35,14.15,49468,7.0,438,41842,84.58
SHRENIK, EQ, 08-Aug-2022,1.95,1.95,2.0,1.95,2.0,1.95,1.96,1067158,20.93,991,561815,52.65
SHREYANIND, EQ, 08-Aug-2022,109.75,111.85,113.8,104.95,113.5,111.7,109.64,65847,72.2,1193,29081,44.16
SHREYAS, EQ, 08-Aug-2022,325.7,326.0,343.95,325.25,339.75,340.25,336.28,100549,338.13,4204,60592,60.26
SHRIPISTON, BE, 08-Aug-2022,785.4,824.65,824.65,799.2,824.65,824.65,822.87,986,8.11,71, -, -
SHRIRAMCIT, EQ, 08-Aug-2022,1956.3,1956.3,1995.0,1948.85,1990.0,1985.05,1976.45,31771,627.94,3220,16629,52.34
SHRIRAMPPS, EQ, 08-Aug-2022,74.9,76.0,76.25,74.0,74.1,74.3,74.49,160185,119.33,1870,104173,65.03
SHUBHLAXMI, SM, 08-Aug-2022,32.75,33.25,33.25,31.0,33.05,33.05,31.74,21000,6.67,11,20000,95.24
SHYAMCENT, EQ, 08-Aug-2022,20.55,21.0,22.6,20.65,22.55,22.35,21.6,1083106,233.95,2912,800131,73.87
SHYAMMETL, EQ, 08-Aug-2022,301.05,300.0,302.95,299.35,302.5,301.65,301.58,58572,176.64,2366,33955,57.97
SHYAMTEL, BE, 08-Aug-2022,8.45,8.05,8.85,8.05,8.85,8.85,8.27,207,0.02,7, -, -
SICAL, BE, 08-Aug-2022,7.85,8.0,8.0,7.7,7.85,7.75,7.79,52284,4.07,119, -, -
SIEMENS, EQ, 08-Aug-2022,2690.55,2700.0,2818.5,2685.2,2818.5,2808.65,2786.16,826380,23024.28,48264,236309,28.6
SIGACHI, EQ, 08-Aug-2022,249.15,250.0,256.55,248.0,252.0,251.25,252.74,84831,214.4,3598,38477,45.36
SIGIND, EQ, 08-Aug-2022,38.45,38.35,39.9,38.3,38.35,38.9,38.98,21839,8.51,239,10968,50.22
SIKKO, EQ, 08-Aug-2022,52.7,52.7,54.75,51.3,52.7,51.95,52.4,10698,5.61,213,6040,56.46
SIL, BE, 08-Aug-2022,23.45,24.6,24.6,24.6,24.6,24.6,24.6,45288,11.14,141, -, -
SILGO, EQ, 08-Aug-2022,30.0,29.15,30.45,27.3,27.95,27.7,28.38,133660,37.94,733,108382,81.09
SILINV, EQ, 08-Aug-2022,307.65,301.0,314.95,301.0,310.0,310.2,310.14,553,1.72,31,488,88.25
SILLYMONKS, EQ, 08-Aug-2022,22.55,22.95,23.05,21.75,22.15,22.15,22.52,17665,3.98,107,15429,87.34
SILVER, EQ, 08-Aug-2022,59.45,59.3,59.59,58.83,59.59,59.49,59.23,136315,80.74,482,94558,69.37
SILVERBEES, EQ, 08-Aug-2022,57.37,57.1,57.79,57.02,57.65,57.69,57.43,765007,439.31,1542,629238,82.25
SILVERTUC, EQ, 08-Aug-2022,326.6,331.05,335.0,327.9,333.0,332.05,330.54,1480,4.89,74,1122,75.81
SIMBHALS, EQ, 08-Aug-2022,19.75,19.75,20.5,19.45,20.1,20.0,20.0,36624,7.32,214,27305,74.55
SIMPLEXINF, EQ, 08-Aug-2022,65.95,65.95,68.05,61.5,62.7,62.15,64.14,97654,62.63,693,68150,69.79
SINTERCOM, EQ, 08-Aug-2022,85.1,88.9,88.9,86.5,86.5,86.6,87.68,1057,0.93,20,889,84.11
SIRCA, EQ, 08-Aug-2022,544.05,545.0,560.0,544.1,555.0,553.2,553.46,61757,341.8,3520,28941,46.86
SIS, EQ, 08-Aug-2022,448.0,450.2,450.2,443.95,445.0,444.75,447.15,77285,345.58,3294,63745,82.48
SITINET, EQ, 08-Aug-2022,1.85,1.9,1.9,1.8,1.9,1.9,1.88,1970910,37.08,803,1181270,59.94
SIYSIL, EQ, 08-Aug-2022,534.15,538.8,538.9,515.0,516.95,517.6,522.59,109272,571.05,6683,59793,54.72
SJS, EQ, 08-Aug-2022,441.65,441.7,447.9,436.0,439.8,439.8,441.77,155241,685.81,6402,87103,56.11
SJVN, EQ, 08-Aug-2022,28.8,28.25,28.5,28.05,28.15,28.15,28.26,3582640,1012.29,7444,1537018,42.9
SKFINDIA, EQ, 08-Aug-2022,4347.5,4393.5,4393.5,4279.6,4338.05,4326.9,4347.03,44116,1917.73,5851,30429,68.97
SKIL, BE, 08-Aug-2022,3.15,3.15,3.25,3.0,3.2,3.0,3.05,66762,2.04,58, -, -
SKIPPER, EQ, 08-Aug-2022,58.05,55.45,57.05,55.15,56.9,56.65,56.21,156258,87.84,1798,84544,54.11
SKMEGGPROD, EQ, 08-Aug-2022,68.0,68.0,68.85,66.7,67.25,66.9,67.48,36195,24.42,671,17143,47.36
SKP, SM, 08-Aug-2022,79.8,80.0,87.75,79.05,86.85,86.65,85.17,96000,81.76,48,64000,66.67
SMARTLINK, EQ, 08-Aug-2022,127.3,125.0,131.9,125.0,130.45,130.0,129.68,22666,29.39,691,10505,46.35
SMCGLOBAL, EQ, 08-Aug-2022,85.75,86.0,86.0,84.4,84.8,84.95,85.36,395087,337.25,1754,357506,90.49
SMLISUZU, EQ, 08-Aug-2022,684.85,684.85,686.25,656.05,666.35,668.3,666.64,65261,435.06,5661,32785,50.24
SMLT, EQ, 08-Aug-2022,115.6,115.6,117.5,115.6,117.5,117.0,116.67,8918,10.4,265,5521,61.91
SMSLIFE, EQ, 08-Aug-2022,686.8,683.0,699.0,675.0,684.0,685.7,684.92,3508,24.03,178,2689,76.65
SMSPHARMA, EQ, 08-Aug-2022,87.1,87.95,89.0,86.0,87.25,86.9,87.78,24169,21.21,587,13538,56.01
SNOWMAN, EQ, 08-Aug-2022,31.7,31.85,32.5,31.35,32.0,31.9,31.88,343382,109.47,1833,181861,52.96
SOBHA, EQ, 08-Aug-2022,676.95,680.0,695.15,674.9,678.1,678.9,683.94,201741,1379.78,8064,37922,18.8
SOFTTECH, BE, 08-Aug-2022,116.5,122.3,122.3,110.7,110.75,111.05,113.1,4724,5.34,50, -, -
SOLARA, EQ, 08-Aug-2022,377.25,377.25,378.25,360.25,362.45,362.4,367.96,92920,341.91,5738,55544,59.78
SOLARINDS, EQ, 08-Aug-2022,3142.8,3155.0,3228.95,3091.0,3135.1,3135.15,3152.92,125099,3944.28,18843,41164,32.91
SOMANYCERA, EQ, 08-Aug-2022,633.65,625.25,639.7,625.0,627.1,627.6,633.41,12344,78.19,1209,7808,63.25
SOMATEX, EQ, 08-Aug-2022,7.55,7.25,7.85,7.25,7.3,7.4,7.37,9292,0.68,77,8137,87.57
SOMICONVEY, EQ, 08-Aug-2022,44.1,45.7,47.4,45.05,46.2,45.9,46.39,77963,36.17,1111,49648,63.68
SONACOMS, EQ, 08-Aug-2022,557.65,563.5,571.55,558.0,562.0,561.5,564.99,499586,2822.62,16363,194235,38.88
SONAHISONA, SM, 08-Aug-2022,13.3,13.95,13.95,13.95,13.95,13.95,13.95,10000,1.4,1,10000,100
SONAMCLOCK, EQ, 08-Aug-2022,41.95,43.95,43.95,39.3,40.65,40.75,41.39,4414,1.83,154,2244,50.84
SONATSOFTW, EQ, 08-Aug-2022,709.3,709.3,711.45,699.0,700.0,701.0,705.27,56951,401.66,4007,32196,56.53
SORILINFRA, EQ, 08-Aug-2022,64.6,64.4,65.0,62.9,63.05,63.1,63.79,33723,21.51,588,23163,68.69
SOTL, EQ, 08-Aug-2022,1331.6,1339.0,1349.85,1312.25,1323.0,1318.2,1325.59,14305,189.63,1803,8869,62
SOUTHBANK, EQ, 08-Aug-2022,8.1,8.15,8.15,7.95,8.0,8.0,8.04,5477775,440.68,5582,3825042,69.83
SOUTHWEST, EQ, 08-Aug-2022,197.4,204.0,204.0,195.05,196.0,195.35,199.74,38973,77.84,191,35048,89.93
SPAL, EQ, 08-Aug-2022,410.35,414.95,430.0,406.0,422.9,424.75,421.97,126235,532.68,7184,75904,60.13
SPANDANA, EQ, 08-Aug-2022,435.05,438.9,444.0,430.35,440.0,440.1,436.72,95923,418.91,3440,39648,41.33
SPARC, EQ, 08-Aug-2022,223.55,223.55,224.35,214.0,217.5,221.35,219.17,475803,1042.84,10203,85689,18.01
SPCENET, BE, 08-Aug-2022,10.7,11.2,11.2,11.2,11.2,11.2,11.2,162636,18.22,65, -, -
SPECIALITY, EQ, 08-Aug-2022,185.4,182.3,209.9,180.35,204.9,205.55,201.76,1346942,2717.61,26193,466404,34.63
SPECTRUM, SM, 08-Aug-2022,58.0,60.0,60.0,60.0,60.0,60.0,60.0,2000,1.2,1,2000,100
SPENCERS, EQ, 08-Aug-2022,76.0,76.45,76.6,75.0,75.55,75.8,75.66,107082,81.02,1624,69533,64.93
SPENTEX, BZ, 08-Aug-2022,1.65,1.65,1.65,1.6,1.65,1.65,1.6,7173,0.11,13, -, -
SPIC, EQ, 08-Aug-2022,53.3,53.95,54.4,52.65,52.95,53.0,53.25,478736,254.94,4367,148845,31.09
SPICEJET, EQ, 08-Aug-2022,49.5,49.5,49.65,47.15,47.6,47.5,48.02,5815743,2792.56,18227,1189399,20.45
SPLIL, EQ, 08-Aug-2022,54.95,54.95,56.35,54.1,55.0,55.4,54.99,24052,13.23,401,17386,72.29
SPLPETRO, EQ, 08-Aug-2022,811.7,828.7,828.7,812.8,823.4,822.5,822.08,57938,476.3,4377,43405,74.92
SPMLINFRA, BE, 08-Aug-2022,39.3,39.8,39.8,37.9,38.6,38.55,38.5,40099,15.44,260, -, -
SPTL, EQ, 08-Aug-2022,4.1,4.15,4.2,3.95,4.05,4.05,4.07,2480775,100.89,1567,1145778,46.19
SPYL, BE, 08-Aug-2022,0.5,0.5,0.55,0.45,0.5,0.5,0.53,42362,0.23,30, -, -
SREEL, EQ, 08-Aug-2022,169.25,172.55,173.15,167.1,169.0,168.85,169.98,17189,29.22,403,10472,60.92
SREIBNPNCD, NO, 08-Aug-2022,138.0,140.0,140.0,134.01,135.02,135.02,138.09,135,0.19,4,135,100
SREIBNPNCD, NQ, 08-Aug-2022,150.0,150.0,150.0,150.0,150.0,150.0,150.0,2,0.0,1,2,100
SREIBNPNCD, NV, 08-Aug-2022,133.02,135.01,135.01,135.01,135.01,135.01,135.01,40,0.05,1,40,100
SREINFRA, BE, 08-Aug-2022,4.45,4.55,4.6,4.25,4.3,4.35,4.42,341767,15.11,533, -, -
SRF, EQ, 08-Aug-2022,2498.55,2511.85,2516.15,2463.8,2477.0,2480.9,2485.96,344476,8563.53,23916,136914,39.75
SRHHYPOLTD, EQ, 08-Aug-2022,653.9,659.25,718.8,653.9,705.7,702.25,697.7,168870,1178.21,9915,67286,39.84
SRPL, BE, 08-Aug-2022,91.25,91.25,91.25,87.5,89.9,89.5,88.82,14443,12.83,97, -, -
SRTRANSFIN, EQ, 08-Aug-2022,1362.45,1370.0,1404.0,1356.0,1395.0,1392.25,1386.44,955157,13242.65,45083,419852,43.96
SRTRANSFIN, YH, 08-Aug-2022,1013.6,1022.0,1022.0,1009.4,1015.0,1016.99,1014.97,91,0.92,6,50,54.95
SRTRANSFIN, YI, 08-Aug-2022,1059.0,1050.0,1055.0,1050.0,1055.0,1055.0,1050.09,55,0.58,4,55,100
SRTRANSFIN, YK, 08-Aug-2022,1015.25,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,100,1.02,2,100,100
SRTRANSFIN, YO, 08-Aug-2022,1024.99,1024.9,1024.9,1024.9,1024.9,1024.9,1024.9,12,0.12,2,12,100
SRTRANSFIN, YP, 08-Aug-2022,1050.0,1097.0,1097.0,1070.0,1070.0,1070.0,1093.63,8,0.09,2,8,100
SRTRANSFIN, YV, 08-Aug-2022,1015.25,1032.0,1035.0,1032.0,1035.0,1035.0,1034.85,500,5.17,13,500,100
SRTRANSFIN, YW, 08-Aug-2022,1080.0,1080.0,1080.0,1080.0,1080.0,1080.0,1080.0,7,0.08,1,7,100
SRTRANSFIN, YY, 08-Aug-2022,1071.0,1052.0,1073.9,1047.0,1071.9,1071.9,1049.83,622,6.53,7,620,99.68
SRTRANSFIN, YZ, 08-Aug-2022,1141.0,1145.52,1145.52,1145.52,1145.52,1145.52,1145.52,22,0.25,1,22,100
SRTRANSFIN, Z2, 08-Aug-2022,1405.0,1405.0,1405.0,1405.0,1405.0,1405.0,1405.0,402,5.65,2,402,100
SRTRANSFIN, Z3, 08-Aug-2022,1029.0,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,1,0.01,1,1,100
SRTRANSFIN, Z7, 08-Aug-2022,1011.2,1011.0,1012.0,1008.0,1008.0,1008.0,1009.94,310,3.13,6,215,69.35
SRTRANSFIN, Z8, 08-Aug-2022,1036.0,1020.2,1031.9,1020.2,1031.0,1030.96,1026.99,41,0.42,6,25,60.98
SRTRANSFIN, ZG, 08-Aug-2022,1010.1,1043.25,1043.25,1043.25,1043.25,1043.25,1043.25,100,1.04,1,100,100
SSWL, EQ, 08-Aug-2022,824.0,825.0,835.25,810.05,816.0,814.6,817.5,16000,130.8,1833,9040,56.5
STAMPEDE, BE, 08-Aug-2022,0.7,0.7,0.75,0.7,0.75,0.75,0.74,91300,0.68,47, -, -
STAR, EQ, 08-Aug-2022,345.55,346.0,346.0,339.5,341.35,341.0,341.6,179252,612.33,4785,71568,39.93
STARCEMENT, EQ, 08-Aug-2022,96.1,97.4,99.0,95.45,96.0,95.7,96.8,105069,101.71,2031,61922,58.93
STARHEALTH, EQ, 08-Aug-2022,707.95,700.15,708.95,692.6,697.6,696.3,698.72,165732,1158.01,11850,121480,73.3
STARPAPER, EQ, 08-Aug-2022,177.35,178.0,183.0,177.45,183.0,181.85,180.86,166750,301.59,4187,81704,49
STARTECK, EQ, 08-Aug-2022,136.6,138.05,139.75,133.2,136.0,136.0,136.23,13493,18.38,378,1201,8.9
STCINDIA, EQ, 08-Aug-2022,88.8,88.3,91.8,85.5,88.0,87.9,88.62,79975,70.88,1635,27743,34.69
STEELCAS, EQ, 08-Aug-2022,490.05,494.0,500.0,480.0,480.0,482.0,491.6,27085,133.15,1838,16251,60
STEELCITY, EQ, 08-Aug-2022,56.35,55.55,58.5,55.55,57.5,56.9,56.88,7846,4.46,160,5178,66
STEELXIND, EQ, 08-Aug-2022,16.1,15.3,15.3,15.3,15.3,15.3,15.3,1025549,156.91,1177,874504,85.27
STEL, EQ, 08-Aug-2022,114.4,116.5,116.5,107.0,111.45,110.75,111.08,32747,36.37,520,19751,60.31
STERTOOLS, EQ, 08-Aug-2022,259.55,257.0,266.05,255.25,263.0,260.1,261.69,43718,114.4,1750,22220,50.83
STLTECH, EQ, 08-Aug-2022,151.7,152.3,152.65,150.15,150.3,150.65,151.06,356659,538.78,4946,163673,45.89
STOVEKRAFT, EQ, 08-Aug-2022,555.55,559.0,562.9,551.15,557.9,555.85,557.3,93252,519.69,6475,42904,46.01
STYLAMIND, EQ, 08-Aug-2022,1110.85,1123.0,1139.55,1085.75,1122.2,1126.0,1119.98,14760,165.31,2423,6918,46.87
SUBCAPCITY, BE, 08-Aug-2022,273.15,286.8,286.8,285.0,286.8,286.8,286.78,5621,16.12,104, -, -
SUBEXLTD, EQ, 08-Aug-2022,43.9,46.9,48.25,40.2,40.65,40.8,43.87,74226149,32560.03,149300,21910171,29.52
SUBROS, EQ, 08-Aug-2022,329.95,330.0,330.0,314.0,316.5,316.25,321.8,34420,110.76,2359,20320,59.04
SUDARSCHEM, EQ, 08-Aug-2022,486.7,458.0,468.7,442.0,455.6,455.45,455.17,723812,3294.56,30377,233867,32.31
SUMEETINDS, EQ, 08-Aug-2022,6.4,6.55,6.65,6.4,6.45,6.45,6.5,91671,5.96,480,64629,70.5
SUMICHEM, EQ, 08-Aug-2022,471.85,474.35,484.8,472.7,482.45,480.7,478.19,459083,2195.31,13897,180552,39.33
SUMIT, EQ, 08-Aug-2022,10.4,10.4,10.7,10.4,10.65,10.6,10.63,3591,0.38,35,2014,56.08
SUMMITSEC, EQ, 08-Aug-2022,603.0,602.0,666.0,602.0,611.15,612.8,629.83,14887,93.76,868,6493,43.62
SUNCLAYLTD, EQ, 08-Aug-2022,4694.15,4690.3,4712.4,4551.0,4552.0,4557.75,4628.28,2581,119.46,934,1828,70.83
SUNDARAM, EQ, 08-Aug-2022,3.35,3.35,3.85,3.35,3.7,3.7,3.65,5346308,195.31,2872,3605432,67.44
SUNDARMFIN, EQ, 08-Aug-2022,2159.25,2155.0,2165.7,2093.05,2118.0,2112.85,2132.06,77403,1650.28,11356,27312,35.29
SUNDARMHLD, EQ, 08-Aug-2022,77.45,77.05,79.9,77.05,79.2,79.55,78.77,92460,72.83,1058,62698,67.81
SUNDRMBRAK, EQ, 08-Aug-2022,359.75,352.4,362.25,352.35,356.3,357.15,356.06,1466,5.22,129,779,53.14
SUNDRMFAST, EQ, 08-Aug-2022,843.6,856.25,859.8,815.55,825.9,827.55,826.34,120239,993.58,10525,64676,53.79
SUNFLAG, EQ, 08-Aug-2022,83.8,83.25,83.8,81.7,82.6,82.6,82.5,270426,223.11,4410,116413,43.05
